sharpe_ratio,max_drawdown,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss
0.1384207025851488,-2040012.0769076394,1354175.277276648,124,10920.768365134258,185924.80255890428,0.4032258064516129,1483642.4185193272,-684836.4131095577
